count	before	after	example
3	lithahasello	dithahasello	o bakeng sa e mong le e mong. Fanang ka lithahasello, e mong le e mong a bolele
3	khoneng	kgoneng	etsa'ng seo boitoanyo ba lekunutu bo sa khoneng ho bo fana?
3	Moeli	Moedi	na se bolela letho?" — ebe u a e lesa. Moeli oa
3	khutsise	kgutsise	. Ha u khutsise kelello ea hau e le hore u naha
3	kopuoa	kopuwa	elehileng eo matla a holang ka eona — a kopuoa, e seng ho a qoba ka tšabo.
3	'mino	mmino	Pele ke borapeli — lisebelisoa tsa 'mino, boporofeta, ho rorisa. Joale Moea
3	kolobetsoa	kolobetswa	ong 8 Basamaria ba ile ba lumela 'me ba kolobetsoa, "but the Holy Spirit had not
3	ithutoa	ithutwa	Elia o ne a laola sekolo — neo e ithutoa ka botho
3	rapelloa	rapellwa	"eseng kapele haholo." U mpa u kopa ho rapelloa — mofuta o lokolohileng.
3	Sechaba	Setjhaba	ahalang ea motho ka lentsoe le le leng. Sechaba se fana ka seo bobeli bo ke keng
3	lithutong	dithutong	libukeng le lithutong tsa maikutlo
3	tsamaisoang	tsamaiswang	g ho sona: kereke ea sebaka ea tumelo e tsamaisoang ke Moya, sekolo sa baporofet
3	litshwantsho	ditshwantsho	tlwaelo. Tsohle tseo u li ngoletseng ke litshwantsho tsa papali — 'me sepheo sa
3	fosahetsoe	fosahetswe	la papali hantle, hokae moo ke ileng ka fosahetsoe, ke eng seo ke lokelang ho se
3	utloisisoa	utloisiswa	ang letho e le phoso — mantsoe a mang a utloisisoa
3	lirekoto	direkoto	✓ Nepile — §1. p. 91: lirekoto ke 'lisebelisoa tsa ho ithuta…
3	lekanngoang	lekanngwang	oo ke sepheo se seholo: tsebe ea hao, e lekanngoang ke bopaki ba hao ka bo bona.
3	buuoe	buuwe	→ e ntse e sa buuoe ho hang, e isoa
3	bakuli	bakudi	beha matsoho holim'a bakuli
3	kheloha	kgeloha	, u kheloha ho tloha ho ema u kena boitekong
3	moahloli	mwahlodi	a boloka khotso ea hae, hobane o tshepa moahloli, eseng lentsoe la hae. 'Me khol
3	oele	wele	belang ho ema holim'a tokelo hore ho se oele boikakanyong?
3	tlatsoang	tlatswang	se sa tlatsoang ho fihlela lentsoe le phethaha
3	hearing	hyaring	. Tlatsa lebaka le sieo ho tswa ho §1: "hearing the voice and discerning the spi
3	Bolaoli	Bolaodi	Bolaoli = Boikarabelo + Maikarabelo + Ho
3	Balebeli	Balebedi	"Balebeli ba Liheke"
3	thoeng	thweng	o hlahisa potso e chesehang ho feta: ho thoeng ka lentsoe le boima — temoso, kap
3	ntoa	ntwa	" (p.{{0}}22). Tloaelo ke tshimo ea ntoa ka tsela e nngwe le e nngwe — e nng
3	Molimo'	Modimo'	____ ke Moya oa Molimo, bona ke bana ba Molimo' (Rom 8:14). Lentsoe le le leng l
3	lekhabunyane	lekgabunyane	a ka mehlala e 'meli. Ho Liketso{{0}}16 lekhabunyane le neng le "na le moea oa b
3	Liteko	Diteko	Liteko tse hlano tsa moprofeta oa 'nete
3	susumetsoa	susumetswa	hata ha ba susumetsoe ke lerato empa ba susumetsoa ke tlhoko ea ho hlokomeloa. …
3	ikhethang	ikgethang	"Kaha e mong le e mong o amohetse neo e ikhethang,
3	boitšoaro	boitshwaro	Vallotton o qala khaolo ea hae ea boitšoaro ka ponahalo eo bongata ba rona
3	Shakespeare	Shakespyare	, leha e le hore o utloahetse joalo ka Shakespeare" (leq.{{0}}70). E bue ka len
3	litšoantšo	ditshwantsho	Vorster o fana ka litšoantšo tse tharo tse tsoang litšepis
3	bolaoling	bolaoding	a bophelo ba hau bo eketseha ho neheloa bolaoling ba Hae, u tataisoa ka ho ekets
3	cheklitsoeng	tjheklitsweng	. Ke tholoana ea seliba se cheklitsoeng, eseng ea liliba se fumanoe
3	hlahlojoa	hlahlojwa	. Ho na le lisebelisoa tse ntseng li sa hlahlojoa ka botlalo mehloling ea hau: k
3	tataisitsoeng	tataisitsweng	, re fetohela tlhahlobong e tataisitsoeng ea leeto la hau — e leng b
3	tataisoeng	tataisweng	g ho utloa Moya o Halalelang kapa ea sa tataisoeng ke oona; Mokreste oa moea, oa
3	'Joale	'Jwale	, a re: 'Joale Morena o re fumantse
3	mekhahlelo	mekgahlelo	oa T2, joale o hlalositsoe e le mekhahlelo e meraro. Ho
3	shoetse	shwetse	tšepiso tse tsoang ntlheng ea hore o re shoetse. Shibah e ka boela ea fetoleloa
3	selibeng	sedibeng	semane: 'room' — seo Morena a se etsang selibeng sa boraro — ho fapana le ho pat
3	timetsoa	timetswa	haeba ba tsoela pele ba tla timetsoa nameng
3	bofetoheli	bofetohedi	a ka setu. Hangata ha ho utloahale e le bofetoheli; ho utloahala e le ho itširel
3	itšireletsa	itshireletsa	e e le bofetoheli; ho utloahala e le ho itšireletsa ka kutloisiso. Ke ka lebaka
3	notlolloa	notlollwa	notlolloa
3	preaching	pryatjhing	let Jesus do the preaching
3	tloetseng	tlwetseng	, ho e-na le ho leta feela leo o tloetseng ho lona.
3	lelisitseng	ledisitseng	lelisitseng terompeta
3	mocheso	motjheso	ba bona ka bohale ba hao — o lumellanya mocheso le mocheso, seo se jesang feela
3	felisa	fedisa	felisa taba yohle ntle le boiteko bo eke
3	ratoa	ratwa	batho bana ke ha ba qala ho ikutloa ba ratoa. Ha ba ntse ba iphihlela lerato la
3	Sethuthuoa	Sethuthuwa	Sethuthuoa: 1 Timothea 4:14
3	itlhoekise	itlhwekise	("itlhoekise… u iphe ka botlalo"); mona ke
3	mantsiboea	mantsiboya	halang ea kajeno; e ngole; u e hlahlobe mantsiboea.
3	oache	watjhe	Batla 'me ka potlako — kenyella oache
3	bolokiloeng	bolokilweng	E bolokiloeng bakeng sa nako e tlang · le
3	lokolotsoeng	lokolotsweng	si oa litlotso — botlalo bo le bong, bo lokolotsoeng joalo ka tse ngata
3	lekantsoe	lekantswe	Tlotso e 'ngoe le e 'ngoe e lekantsoe ho tšepiso
3	tšolla	tsholla	umellana: litlotso tse tsoelang pele li tšolla
3	itlhoekisa	itlhwekisa	, ntle le ho itlhoekisa
3	lumellaneng	dumellaneng	entsoe le sa tlotliseng Jesu kapa le sa lumellaneng le Mangolo le lokolloa ho sa
3	kopantsoeng	kopantsweng	tsoe le sa e-so phethahale (mosebetsi o kopantsoeng — u se ke ua qobella, u se k
3	lokisoa	lokiswa	epe — "kaofela re tla shoa" — le ile la lokisoa ho ba "ha ho na motho ea tla lah
3	fumanoa	fumanwa	la moo u leng teng" (letl. 23) — 'me e "fumanoa ke Bakreste bohle" (
3	seholohali	seholohadi	tola seliba, empa u ka tlisa senoelo se seholohali (neo ea tumelo, Thuto 9) — mm
3	Boitloaetso	Boitlwaetso	Boitloaetso ba pele ba thuto ena bakeng
3	bokhabane	bokgabane	— bokhabane bo etsa hore maikutlo a se na
3	fihlelloa	fihlellwa	apele = Boikarabelo + Boikarabello + Ho fihlelloa
3	boitshoaro	boitshwaro	— "boitshoaro ba rona bo lumellana le ba Mo
3	molumo	modumo	ka teng joalo ka seo A se boletseng... molumo oa lentsoe... o bua haholo joalo
3	liphello	diphello	g." Mehau e 'meli e boloka u tšepahala: liphello ha lia ka tsa itšetleha ka bokh
3	lihlong	dihlong	oitshepo"), ho lokolla mohau ho e-na le lihlong. Sena se eketsa molao oa Thuto 6
3	linaleli	dinaledi	raro ea Bakreste (lerole · lehlabathe · linaleli — tsela ea ho tataisoa)
3	bonngoe	bonngwe	Veine ea lerato (ho tlatsoa e le bonngoe · lerato pele ho mosebetsi)
3	Baahloli	Baahlodi	28–29 (1 Samuele 16:13; 1 Marena 1:39; Baahloli 6:34, joalo ka ha e phetiloe)
2	entsoe	entswe	U entsoe hore u utloe
2	metsotsoana	metsotswana	a pel'a Molimo. Ha ho hlokahale ho feta metsotsoana e 30. Ebe re khalemela mants
2	khutsisoe	kgutsiswe	le rona, e le hore mantsoe a bodemona a khutsisoe. Joale u ka botsa Moya o Halal
2	Baratuoa	Baratuwa	"Baratuoa, le se ke la lumela moya o mong
2	phetoang	phetwang	e ka phetoang khafetsa (mehato e supileng) le
2	Tšusumetso	Tshusumetso	Tšusumetso e u isang
2	eaba	yaba	ka setho e ka 'na eaba ke uena feela.
2	koetliso	kwetliso	koetliso.
2	bitsoa	bitswa	sekheo: ho ineela ka botlalo ho Jesu ho bitsoa "____" ea Hae. (lentsoe le le len
2	litšusumetso	ditshusumetso	eteng "lentsoe" ho fihlela ho hlokomela litšusumetso tsa Hae ka mehopolo, khotso
2	lekanngoe	lekanngwe	bua ka ho hlaka hore puo ea Molimo ha e lekanngoe ke mokhoa o le mong o makatsan
2	Tšenolo	Tshenolo	Tšenolo
2	tloaela	tlwaela	maponatšo a atisang ho hlaha. Ke ka ho tloaela litsela tse tloaelehileng, e le
2	koetlise	kwetlise	mengata. Empa re hloka ho ithasa 'me re koetlise bokhoni bona le Moya o Halalela
2	khutlisoang	kgutliswang	molala oa hau: e sa beheng kotsi, e ka khutlisoang, e sa lemaleng motho, 'me ha
2	lekiloe	lekilwe	hutlisoeng nakong eo lentsoe le seng le lekiloe ka thata mme la netefatsoa nako
2	Litloaelo	Ditlwaelo	. Litloaelo li hahoa ka liketso tse nyenya
2	hahoa	hahwa	. Litloaelo li hahoa ka liketso tse nyenyane, tse pheto
2	metsoalle	metswalle	Botsa metsoalle e meraro ka eona
2	koetse	kwetse	U koetse potoloho. Ho amohela ke mehlano f
2	khutlisoa	kgutliswa	Ha u na bonnete ba hore na mohato o ka khutlisoa kapa ha o bee kotsi? Botsa pel
2	lahleheloe	lahlehelwe	e lekanya. Haeba e sa fihlelle, ha u so lahleheloe ke letho mme u ithutile ho ho
2	lits'upiso	ditshupiso	"Joale ha lits'upiso tsena li u fihletse,
2	tšelisang	tshedisang	ahang, a khothatsang, mme a tšelisang
2	sengoli	sengodi	a letlotlo (p.{{1}}41), le thapelo ea sengoli "Molimo haeba limpho tsa hao li
2	tlisoa	tliswa	e o etselitsoe thapelo ea boemeli le ho tlisoa tlas'a mali a Jesu."
2	tšelise	tshedise	aha motho, se mo khothatse, kapa se mo tšelise — e ka ba lentsoe leo u ka le fa
2	Lipakeng	Dipakeng	"Boprofeta" le "Phapang e ka Sehloohong Lipakeng tsa Baporofeta ba Testamenteng
2	tšepong	tshepong	ena, ho tloha sefapanong, e lebisitsoe tšepong. Ke ka lebaka leo tse setseng fe
2	khalemeloa	kgalemelwa	Baprofeta "le bona ba ka khalemeloa hobane ba ka fositse, ba ka k
2	reriloeng	rerilweng	ea bona ea lefatše, lithuto, mehopolo e reriloeng" mongolong (p.{{0}}48). Esita
2	lumellane	dumellane	hlompha Jesu 'me le lumellane le Lengolo
2	tsejoeng	tsejweng	ofeta bo senola 'nete e patiloeng, e sa tsejoeng
2	boemeli'	boemedi'	apa ofe o mobe 'o etselitsoe thapelo ea boemeli' — u oa rapela, u sa o bue.
2	litsebeng	ditsebeng	(kutloisiso e mpe e ea thapelong, eseng litsebeng tsa bona). Bo tsamaea
2	liphetoho	diphetoho	— u na le potoloho eohle ea ho utloa le liphetoho tsa eona tse peli tse lebisits
2	enoa	enwa	, ho motho enoa kapa ka phapusing ena kapa ke lents
2	loane	lwane	"Hobane ha re loane le nama le mali, empa re loana le
2	kolokiloe	kolokilwe	" (p.{{0}}49). Haeba temoho e fihla e kolokiloe ke tšabo, pelaelo, kapa nyatso
2	khetholotsoe	kgetholotswe	mosebetsi oa lona" (p.{{0}}50). Bobe bo khetholotsoe, lengeloi le khetholotsoe,
2	nkhang	nkgang	qosi: ea khetholang o "tšoana le ntja e nkhang lithethefatsi 'me e ka li fumana
2	lithethefatsi	dithethefatsi	a khetholang o "tšoana le ntja e nkhang lithethefatsi 'me e ka li fumana e le ho
2	liphoso	diphoso	Lithuto, liphoso, boqhekanyetsi, matichere a boha
2	'Mpho	Mmpho	✓ Ho nepahetse — p. 49. 'Mpho ena ke ea pele bakeng sa thapelo e
2	ahoe	ahwe	sireletsehe mme ba ahoe
2	qosoa	qoswa	, e seng ho qosoa le ka mohla. E sebetsa ka
2	Tšoara	Tshwara	o batla hore ho etsoe'ng. Tšoara temoho ea hau ka boikokobetso: u
2	khukhunyelitseng	kgukgunyeditseng	ng, e halefisoang, e nahanang haholo, e khukhunyelitseng lentsoe le khutsitseng
2	bochabeng	botjhabeng	o fetisisa bakeng sa hau, ha ho lebisoe bochabeng — ho buuoa ho Molimo, 'me ho t
2	ipontša	ipontsha	belaelang ba tšabang kapa ba ratang ho ipontša ba se batlang:
2	hatelloa	hatellwa	re u bue ka maleme. Sena se thusa ha ke hatelloa ke maikutlo kapa ke feta nakong
2	hlalosoa	hlaloswa	a buuoa ka lentsoe le hlahang, ebe a hlalosoa
2	romelloang	romellwang	sha satellite dish: e "tšoara sesupo se romelloang lefatšeng 'me e se fetolela s
2	hatelloang	hatellwang	Khetha nako eo u "hatelloang ke maikutlo" kapa u "ferekane
2	khutse	kgutse	ula u khutsitse 'me u tlohele kelello e khutse.
2	khonehe	kgonehe	bua ka mafura a etsang hore mohato oo o khonehe. Thuto e bitsa mpho e latelang
2	ts'episa	tshepisa	E ts'episa hore thapelo e 'ngoe le e 'ngoe
2	khaotsoe	kgaotswe	U khaotsoe moeling oa tumelo ea hau — ha u
2	holisoang	hodiswang	se fetolang ho utloa ho ba ho etsa, se holisoang ka ho etsa, se le sebete empa
2	litsebi	ditsebi	isang ka ho fetisisa — hase sehlopha sa litsebi feela.
2	Joalo	Jwalo	ae — ke ba lumelang. U se u tšoaneleha. Joalo ka mpho e 'ngoe le e 'ngoe, "o lab
2	rekiloe	rekilwe	rekiloe 'me ea rarolloa
2	rarolloa	rarollwa	rekiloe 'me ea rarolloa
2	Libe	Dibe	"lintho tse kholo li ile tsa etsahala. Libe tsa rona li ile tsa tšoareloa, malo
2	boloetseng	bolwetseng	boloetseng — rapella ho tsoa ho seo Jesu
2	litaelo	ditaelo	Mamela litaelo tsa Moya o Halalelang
2	tlosoe	tloswe	auluse a rapela ha raro hore lehlaba le tlosoe nameng ea hae. Karabo ea Molimo e
2	baqali	baqadi	'ngoe ea thuto ke mohau o sebetsang oo baqali ba bangata ba o fosahetsang —
2	lipontšo	dipontsho	olo le lentsoe la Molimo, eseng holim'a lipontšo tsa phekolo. Mangolo le lentsoe
2	tlositsoe	tlositswe	, eseng seo 'na ke se etsang.' Boima bo tlositsoe ho uena; u sebelisa mosebetsi
2	pakiloeng	pakilweng	le ba lumelang, eseng feela bafodisi ba pakiloeng kapa ba behiloeng.
2	behetsoe	behetswe	ke eona e utloahalang e behetsoe li-giant feela — Moshe, Elia, E
2	koetlisoang	kwetliswang	alo ka seo u leng ho sona. Baprofeta ba koetlisoang ba ne ba na le tloaelo e le
2	holisoa	hodiswa	). Thuto e hlakile hore sena se ka holisoa, 'me e bitsa lintho tse peli tse
2	phethoang	phethwang	moo mpho ena, joalo ka bohlale bohle, e phethoang ka
2	phethiloe	phethilwe	Thuto 12 · Mpho ea molekane, e phethiloe
2	bulileng	budileng	. Thuto ena e phetha bobeli boo u bo bulileng Thutong 8 — 'me ke phomolo, ese
2	khaitseli	kgaitsedi	— mpho e leng khaitseli ea tsebo eo u ileng ua kopana
2	likhalo	dikgalo	E fana feela ka likhalo tse sa tloaelehang le tse makats
2	boikhutso	boikgutso	se ka mohla e le ka nako e le 'ngoe ea boikhutso; e ne e le ka boemo ba
2	patiloe	patilwe	Lintho tse peli li patiloe mola oo.
2	litloaelo	ditlwaelo	leng le Moya o Halalelang bo sebetsa ka litloaelo tse
2	motsotsoana	motsotswana	alalelang, u reng mona?" — ebe u mamela motsotsoana
2	likhoeling	dikgweding	ho leka le ho hopola lentsoe la Molimo likhoeling, eseng letsatsi le le leng fe
2	phethoa	phethwa	ebelisoe hamorao. Tloaelo ea ho utloa e phethoa ke tloaelo ea ho ngola.
2	khoeli	kgwedi	. Mola o nang le letsatsi-khoeli leqepheng o thata ho hanngoa.
2	lipeko	dipeko	lahloba ke sona se u rutang: hore na ke lipeko life tse ileng tsa phethahala, ke
2	lipapaling	dipapading	pi ba lipapali ba li sebelisang ho tsoa lipapaling tsa bona tsa nakong e fetilen
2	tšoantšetsa	tshwantshetsa	✓ Ho nepahetse — Karolo 3. Vallotton o tšoantšetsa diari le 'lifilimi tseo bait
2	libaka	dibaka	a letsatsi-khoeli la kajeno, ebe u beha libaka tse khutšoanyane tse 'ne:
2	Siea	Siya	enyane eo u tla e etsa ka lona (ketso). Siea "letsatsi la phethahalo" le se na l
2	koale	kwale	Khutla 'me u koale potoloho
2	etloang	etlwang	— ke sona se etsang hore tlhahlobo e etloang morao e be 'nete, 'me ke karolo
2	fihloa	fihlwa	e hore maikutlo a nepahetseng a se ke a fihloa ke qeto e fosahetseng.
2	tšebeliso	tshebediso	, e seng bakeng sa tšebeliso ea motho a le mong. Ke ka leba
2	likamanong	dikamanong	o u rapella. Neo e hlophisitsoe ho hola likamanong. Molekane oa thapelo hase tse
2	khaotsile	kgaotsile	hehisana "che, e tlameha ho bolela…," u khaotsile ho fana 'me u qalile ho qobell
2	'Lumella	'Dumella	✓ Ho joalo — Karolo 2. 'Lumella ea amohelang a ahlole lentsoe l
2	lumelletsoe	dumelletswe	'me ke oona o etsang qeto ea hore na u lumelletsoe ho bua eng le eng. Thuto ea
2	kholiso	kgodiso	Ncha. Ho aha, ho khothatsa le ho tlisa kholiso.
2	khothatsong	kgothatsong	Diari ea hau, e lebisitsoeng khothatsong
2	patoa	patwa	e, e le hore maikutlo a 'nete a se ke a patoa ke tlhakiso e fosahetseng.
2	matlafalitse	matlafaditse	seng "na e ne e le 'nete," empa "na e u matlafalitse."
2	lekhalo	lekgalo	Beha lithuto tse peli hammoho 'me lekhalo le hlakile. Thuto ea 8 e ile ea
2	habeli	habedi	Bala seo e le taelo e habeli:
2	qobelloang	qobellwang	g u khutsa pele ke mohau, eseng taelo e qobelloang: sepheo ke "ho bolaea kelello
2	batšoaruoa	batshwaruwa	mang: ba bonolo, ba pherekaneng lipelo, batšoaruoa — batho ba bang. Tlotso e pho
2	hloekisitsoe	hlwekisitswe	matla, botho ba hau bo tlameha ho be bo hloekisitsoe ke lentsoe le buuoang la Mo
2	bolelloa	bolellwa	a ba bang (Isa{{0}}61:1) — 'me u ile ua bolelloa hore u kope, ntle le tšabo, Moe
2	Borapeli	Borapedi	rorisa. Joale Moea o a akgela holim'a. Borapeli hase moputso oa ho tlala; ke le
2	Liketsong	Diketsong	. Liketsong 8 Basamaria ba ile ba lumela '
2	lithothokolo	dithothokolo	a ba ne ba rapela (harepa, thamboraine, lithothokolo, lira) 'me ke feela ka mor'
2	khutle	kgutle	e lula e le eo pele" (p.{{0}}16). 'Me u khutle ho tlala hape: e ne e le "ketsaha
2	tloaetsa	tlwaetsa	bo hlahisang mehlolo. Ha baporofeta ba tloaetsa
2	kolobelitsoe	kolobeditswe	a e ne e le balumeli ba nnete, ba se ba kolobelitsoe — leha ho le joalo matla a
2	khethoa	kgethwa	uta o lokolohileng oa thapelo, eseng ho khethoa bakeng sa boemo.
2	khutlele	kgutlele	mme u khutlele ho eona. Thuto ena ke ho khutle
2	Lirekoto	Direkoto	hola ikarabelo e hahang tumelo ea hao. Lirekoto tsena li ka sebelisoa e le lise
2	filimi	fidimi	shebe filimi ea papali
2	tsoara	tswara	gola ka bonolo ho baleha kahlolo. Kahoo tsoara sena pele: tlas'a Selekane se Sec
2	koetlisoa	kwetliswa	eng sa motho ea utlwisisang ea ntseng a koetlisoa, eseng kahlolo ea hore na u ka
2	lea	lya	3. Lentsoe leo o le ngotseng ha lea ka la phethahala. Karabo e nepahetse
2	lekanngoa	lekanngwa	lekanngoa
2	tloaelehe	tlwaelehe	ka tshohanyetso, bo sa tloaelehe
2	ithoahla	ithwahla	se ho inahanela u le monyane empa ke ho ithoahla ka bonyane.
2	tsosolosoa	tsosoloswa	ao o kulang "o shwele sefapanong mme oa tsosolosoa le Jesu" — kahoo, thuto e re,
2	phekoloa	phekolwa	na. Re na le matla a molao a hore re ka phekoloa" (p.{{0}}14).
2	'Nka	Nnka	ke ferekane haholo mme ka re ho Molimo: 'Nka rapella ba bang jwang haeba o sa mp
2	tsoetseng	tswetseng	a bo rapellang ho feta hang: bohloko bo tsoetseng pele ba hao, kapa motho a le m
2	seaparo	syaparo	ho rapela. Mona letshwao lena le apere seaparo sa phekolo — ho rapela ka lentso
2	Khutlela	Kgutlela	eloha ho tloha ho ema u kena boitekong. Khutlela polelong ena: "eseng seo
2	hlotsoe	hlotswe	elang hore taba e thata e bolela hore u hlotsoe. Esita le moruti "ha a tsebe hor
2	'ea	'ya	✓ Ho nepahetse — p. 45. Keketseho ke 'ea kutloisiso, phihlello, tumelo joalo-
2	tshoare	tshware	etsoeng mona: boemo bona ba "ema, 'me u tshoare ka matsoho a bulehileng" ha se b
2	neiloe	neilwe	le 'ngoe e khale: Abrahama le Sara, ba neiloe mora eo ba neng ba e-so mo bone.
2	pleasure	plyasure	"After I have become old, shall I have pleasure, my lord being old also?"
2	Lilemo	Dilemo	Lilemo li ne li fetile 'me mora ea tshep
2	tsoaloe	tswalwe	etile 'me mora ea tshepisitsoeng a e-so tsoaloe. Sara o ile a belaela — leha ho
2	tsoaloa	tswalwa	re, "leha a ne a belaela, Isaka o ile a tsoaloa selemong se latelang." Ho leta e
2	lumelloa	dumellwa	Ho belaela lentsoe ha ho a lumelloa ka mohla
2	bea	bya	bane feela le diehile. Ho lokolla ke ho bea fatshe lentsoe le hlolehileng kannet
2	'hearing	'hyaring	✓ Nepile — p. 49: 'hearing the voice and discerning the sp
2	tšoanelehang	tshwanelehang	"Polelo e builoeng ka motsotso o tšoanelehang, e joaloka
2	'Balebeli	'Balebedi	eletsong u fetisa lentsoe ho ba busang ('Balebeli ba Liheke'), ba khonang ho bon
2	Liheke'	Diheke'	tisa lentsoe ho ba busang ('Balebeli ba Liheke'), ba khonang ho bona kamore eohl
2	balebeli	balebedi	Ipotse: "balebeli ba ka ba liheke" ke bo mang?
2	fetoloa	fetolwa	ba rona 'me setho sa sehlopha sa fetoloa ka lerato" (p.{{0}}72)
2	fetiselitsoe	fetiseditswe	ba rona. Hang ha le fetiselitsoe ho bona mme re
2	'lentsoe	'lentswe	helo,' mme mohato oa boraro o kopa Moya 'lentsoe la boporofeta le lokollang boph
2	hatisoang	hatiswang	leeto lohle leqepheng le le leng, le ka hatisoang —
2	noe	nwe	(Thuto 23), u noe
2	boloketsoeng	boloketsweng	e mong bakeng sa seo ke se utloileng, o boloketsoeng thoko ho seo ke nahanang ho
2	'nka	nnka	fella eseng ho utloeng empa ho etsoeng: 'nka bohato holim'a seo u se lumelang ho
2	rutiloeng	rutilweng	Thuto ena e kwala tsela e rutiloeng ea thuto ena: joale u na le le
2	phetsoeng	phetsweng	phetsoeng
2	tshefuoa	tshefuwa	tshefuoa ke tshebeletso e mpe
2	bolaoe	bolawe	re bolaoe ke tlala
2	Moamoheli	Mwamohedi	✓ Ee — p. 54. Moamoheli o na le 'maikarabelo a a lekan
2	nakoana	nakwana	rofeta tsa baapostola li ne li fosahala nakoana le nakoana. Ho tloha ho
2	lintlheng	dintlheng	a ka fana ka lentsoe le fosahalang lintlheng tse ling. Thuto joale e u fa p
2	lithetso	dithetso	"E 'ngoe ea lithetso tse kholo ka ho fetisisa kereke
2	sekhoa	sekgwa	o eo, haeba a ka u bolella hore u na le sekhoa, u tla mo lumela "leha e sa utloa
2	thetsoe	thetswe	ko ke ho u boloka u lokolohile 'me u sa thetsoe, u le setjhabeng se tšepahalang
2	nkhahlisetsang	nkgahlisetsang	, kapa re fetohele ho eng kapa eng eo u nkhahlisetsang eona.
2	tšoanelang	tshwanelang	rapelelang, 'me mohau "hase molemo o sa tšoanelang feela; hape ke
2	nkuoa	nkuwa	na, esita le seo re nang le sona se tla nkuoa ho rona… Haeba re batla ho amohela
2	hlaloa	hlalwa	lopha sohle sa limpho se e siileng e sa hlaloa —
2	sebelisitsoeng	sebedisitsweng	atlohang, matla a fanoeng, eseng ntho e sebelisitsoeng ke motho. 'Me hlokomela h
2	chesa	tjhesa	chesa peto
2	'Limpho	'Dimpho	✓ Ho joalo — leq. 66. 'Limpho li ka bapisoa le enjene ea koloi
2	Setšoantšong	Setshwantshong	Che, hase eona — bala hape §2. Setšoantšong sa koloi neo ke mochine (en
2	lipuo	dipuo	e le 'ngoe e u tlatsang hape — thapelo, lipuo (
2	tšepahetse	tshepahetse	otšepehi, eseng e le 'ngoe: na ke ne ke tšepahetse ho
2	'Sekhala	'Sekgala	✓ Nepile — §1 / leq. 70. 'Sekhala sa lentsoe… se bua hoo eketsehi
2	volume	vodume	d — in your ordinary voice, at ordinary volume, no "Thus saith." Notice how much
2	change	tjhange	wouldn't, change the manner before you change the
2	discipline	discipdine	(ch.{{0}}8, "discipline, not punishment") — best take
2	linakong	dinakong	utloa Molimo ho utloahala ho le bonolo linakong tse ling mme ho utloahala ho le
2	theiloeng	theilweng	o e hlahisa 'mapa oo tsohle tse ling li theiloeng holim'a ona —
2	linaleding	dinaleding	oo motho o tsoa joang lehlabatheng a ea linaleding? Thuto e e bolela ka polelo e
2	'ntšoarele'	'ntshwarele'	— §1 / leq. 21. Ka Mokreste oa nama (oa 'ntšoarele') thuto e re o 'sa khone ho u
2	cheke	tjheke	se cheke hape
2	chekiloe	tjhekilwe	tseo li neng li chekiloe mehleng ea ntat'ae Aborahame, t
2	buloa	bulwa	buloa hape
2	khutseng	kgutseng	moeti ea sa khutseng
2	balisana	badisana	"…balisana ba Gerare ba
2	'muso	mmuso	thutile ho mo tseba… Ke qala ho phelela 'muso oa Molimo, ke
2	tlhoekiso	tlhwekiso	ho cheka hape ho hlahisa ngangisano le tlhoekiso ea hau — hoo hase pontšo ea ho
2	macha	matjha	e §1. Isaka ha aa ka a ea batla metsi a macha; o ile a cheka hape liliba tsa nta
2	khelosoa	kgeloswa	a" hofe (leq. 37) ho se thibetseng — ho khelosoa, takatso, kapa ho itekanya ho f
2	pholositsoeng	pholositsweng	: bophelo bo pholositsoeng ka botlalo, empa bo sa beh
2	'nang	nnang	'nang a khoaheloa mosebetsing… a ka be a
2	khoaheloa	kgwahelwa	'nang a khoaheloa mosebetsing… a ka be a nyetse
2	tšelang	tshelang	Nka mohato o le mong o turang o tšelang moeli oo
2	kea	kya	, mme na le nna kea rata hape?"
2	earthquake	yarthquake	earthquake
2	thoe	thwe	"ho thoe ke fosahetse mme ka itlhabisa dihlo
2	lumellanya	dumellanya	le bohale ba bona ka bohale ba hao — o lumellanya mocheso le mocheso, seo se je
2	Leading	Lyading	"Leading People Out of Prophetic Deceptio
2	ntše	ntshe	a ka qala ho tšepa boetapele hore bo ba ntše tlhokomelisong ea bona"; "sebaka se
2	khutlisetso	kgutlisetso	aneng nako le nako ke sona se qobellang khutlisetso e phollang e bolokang bokhon
2	tšoaee	tshwaee	L52 e ile ea fela ka ho u laela hore u tšoaee bokhoni boo u ikutloileng bo foma
2	hlokomolohiloe	hlokomolohilwe	Neo ha e hloke ho lahleha hore e be e hlokomolohiloe — e hloka feela ho
2	tšoaileng	tshwaileng	— boo u bo tšoaileng qetellong ea L52, kapa boo u i
2	likhono	dikgono	ele ea bokhoni bo kopaneng e ne e le ea likhono tse hlano. Joale u na le tse fet
2	fenngoa	fenngwa	etsang hore a ikutloe a ratoa, e seng a fenngoa ka lipuisano?
2	hlokomolohiloeng	hlokomolohilweng	1. Neo eo u sa keng oa e hula ke eona e hlokomolohiloeng, mme 'do not neglect th
2	huletsoe	huletswe	✓ Ho joalo — sena se huletsoe ho tsoa L35/L36 u batile. Lents
2	tšoaea	tshwaya	). Qetellong, tšoaea hore na ke efe e neng e le thata
2	phetetsoeng	phetetsweng	tlwaetso e phetetsoeng
